name,class,chromosome,position_hg38,bin,source,doi
bg_1115,background,chr9,124785500,124785,uniform random atlas bin (seed 20260702),
bg_1116,background,chr9,126163500,126163,uniform random atlas bin (seed 20260702),
bg_1117,background,chr9,126284500,126284,uniform random atlas bin (seed 20260702),
bg_1118,background,chr9,127905500,127905,uniform random atlas bin (seed 20260702),
bg_1119,background,chr9,128548500,128548,uniform random atlas bin (seed 20260702),
bg_1120,background,chr9,130797500,130797,uniform random atlas bin (seed 20260702),
bg_1121,background,chr9,132812500,132812,uniform random atlas bin (seed 20260702),
bg_1122,background,chr9,132918500,132918,uniform random atlas bin (seed 20260702),
bg_1123,background,chr9,133096500,133096,uniform random atlas bin (seed 20260702),
bg_1124,background,chr9,134672500,134672,uniform random atlas bin (seed 20260702),
bg_1125,background,chr9,137306500,137306,uniform random atlas bin (seed 20260702),
bg_1126,background,chr10,443500,443,uniform random atlas bin (seed 20260702),
bg_1127,background,chr10,496500,496,uniform random atlas bin (seed 20260702),
bg_1128,background,chr10,1133500,1133,uniform random atlas bin (seed 20260702),
bg_1129,background,chr10,1141500,1141,uniform random atlas bin (seed 20260702),
bg_1130,background,chr10,1229500,1229,uniform random atlas bin (seed 20260702),
bg_1131,background,chr10,1785500,1785,uniform random atlas bin (seed 20260702),
bg_1132,background,chr10,6208500,6208,uniform random atlas bin (seed 20260702),
bg_1133,background,chr10,7566500,7566,uniform random atlas bin (seed 20260702),
bg_1134,background,chr10,9467500,9467,uniform random atlas bin (seed 20260702),
bg_1135,background,chr10,13133500,13133,uniform random atlas bin (seed 20260702),
bg_1136,background,chr10,13822500,13822,uniform random atlas bin (seed 20260702),
bg_1137,background,chr10,13951500,13951,uniform random atlas bin (seed 20260702),
bg_1138,background,chr10,14210500,14210,uniform random atlas bin (seed 20260702),
bg_1139,background,chr10,16835500,16835,uniform random atlas bin (seed 20260702),
bg_1140,background,chr10,18952500,18952,uniform random atlas bin (seed 20260702),
bg_1141,background,chr10,21410500,21410,uniform random atlas bin (seed 20260702),
bg_1142,background,chr10,23491500,23491,uniform random atlas bin (seed 20260702),
bg_1143,background,chr10,25791500,25791,uniform random atlas bin (seed 20260702),
bg_1144,background,chr10,26342500,26342,uniform random atlas bin (seed 20260702),
bg_1145,background,chr10,29384500,29384,uniform random atlas bin (seed 20260702),
bg_1146,background,chr10,33382500,33382,uniform random atlas bin (seed 20260702),
bg_1147,background,chr10,33397500,33397,uniform random atlas bin (seed 20260702),
bg_1148,background,chr10,36526500,36526,uniform random atlas bin (seed 20260702),
bg_1149,background,chr10,36600500,36600,uniform random atlas bin (seed 20260702),
bg_1150,background,chr10,38736500,38736,uniform random atlas bin (seed 20260702),
bg_1151,background,chr10,40825500,40825,uniform random atlas bin (seed 20260702),
bg_1152,background,chr10,41185500,41185,uniform random atlas bin (seed 20260702),
bg_1153,background,chr10,41274500,41274,uniform random atlas bin (seed 20260702),
bg_1154,background,chr10,41296500,41296,uniform random atlas bin (seed 20260702),
bg_1155,background,chr10,42416500,42416,uniform random atlas bin (seed 20260702),
bg_1156,background,chr10,42868500,42868,uniform random atlas bin (seed 20260702),
bg_1157,background,chr10,42883500,42883,uniform random atlas bin (seed 20260702),
bg_1158,background,chr10,44225500,44225,uniform random atlas bin (seed 20260702),
bg_1159,background,chr10,45727500,45727,uniform random atlas bin (seed 20260702),
bg_1160,background,chr10,46105500,46105,uniform random atlas bin (seed 20260702),
bg_1161,background,chr10,47846500,47846,uniform random atlas bin (seed 20260702),
bg_1162,background,chr10,48489500,48489,uniform random atlas bin (seed 20260702),
bg_1163,background,chr10,49486500,49486,uniform random atlas bin (seed 20260702),
bg_1164,background,chr10,50586500,50586,uniform random atlas bin (seed 20260702),
bg_1165,background,chr10,51201500,51201,uniform random atlas bin (seed 20260702),
bg_1166,background,chr10,52607500,52607,uniform random atlas bin (seed 20260702),
bg_1167,background,chr10,53368500,53368,uniform random atlas bin (seed 20260702),
bg_1168,background,chr10,53597500,53597,uniform random atlas bin (seed 20260702),
bg_1169,background,chr10,55629500,55629,uniform random atlas bin (seed 20260702),
bg_1170,background,chr10,56372500,56372,uniform random atlas bin (seed 20260702),
bg_1171,background,chr10,58999500,58999,uniform random atlas bin (seed 20260702),
bg_1172,background,chr10,59790500,59790,uniform random atlas bin (seed 20260702),
bg_1173,background,chr10,63121500,63121,uniform random atlas bin (seed 20260702),
bg_1174,background,chr10,63310500,63310,uniform random atlas bin (seed 20260702),
bg_1175,background,chr10,64307500,64307,uniform random atlas bin (seed 20260702),
bg_1176,background,chr10,65552500,65552,uniform random atlas bin (seed 20260702),
bg_1177,background,chr10,65574500,65574,uniform random atlas bin (seed 20260702),
bg_1178,background,chr10,67609500,67609,uniform random atlas bin (seed 20260702),
bg_1179,background,chr10,68241500,68241,uniform random atlas bin (seed 20260702),
bg_1180,background,chr10,68319500,68319,uniform random atlas bin (seed 20260702),
bg_1181,background,chr10,68342500,68342,uniform random atlas bin (seed 20260702),
bg_1182,background,chr10,68838500,68838,uniform random atlas bin (seed 20260702),
bg_1183,background,chr10,69518500,69518,uniform random atlas bin (seed 20260702),
bg_1184,background,chr10,71169500,71169,uniform random atlas bin (seed 20260702),
bg_1185,background,chr10,71324500,71324,uniform random atlas bin (seed 20260702),
bg_1186,background,chr10,73546500,73546,uniform random atlas bin (seed 20260702),
bg_1187,background,chr10,73930500,73930,uniform random atlas bin (seed 20260702),
bg_1188,background,chr10,76696500,76696,uniform random atlas bin (seed 20260702),
bg_1189,background,chr10,78024500,78024,uniform random atlas bin (seed 20260702),
bg_1190,background,chr10,78400500,78400,uniform random atlas bin (seed 20260702),
bg_1191,background,chr10,79604500,79604,uniform random atlas bin (seed 20260702),
bg_1192,background,chr10,82231500,82231,uniform random atlas bin (seed 20260702),
bg_1193,background,chr10,83322500,83322,uniform random atlas bin (seed 20260702),
bg_1194,background,chr10,83365500,83365,uniform random atlas bin (seed 20260702),
bg_1195,background,chr10,84148500,84148,uniform random atlas bin (seed 20260702),
bg_1196,background,chr10,84746500,84746,uniform random atlas bin (seed 20260702),
bg_1197,background,chr10,84904500,84904,uniform random atlas bin (seed 20260702),
bg_1198,background,chr10,85358500,85358,uniform random atlas bin (seed 20260702),
bg_1199,background,chr10,86173500,86173,uniform random atlas bin (seed 20260702),
bg_1200,background,chr10,87857500,87857,uniform random atlas bin (seed 20260702),
bg_1201,background,chr10,91214500,91214,uniform random atlas bin (seed 20260702),
bg_1202,background,chr10,91487500,91487,uniform random atlas bin (seed 20260702),
bg_1203,background,chr10,94904500,94904,uniform random atlas bin (seed 20260702),
bg_1204,background,chr10,95051500,95051,uniform random atlas bin (seed 20260702),
bg_1205,background,chr10,95401500,95401,uniform random atlas bin (seed 20260702),
bg_1206,background,chr10,95530500,95530,uniform random atlas bin (seed 20260702),
bg_1207,background,chr10,96085500,96085,uniform random atlas bin (seed 20260702),
bg_1208,background,chr10,97498500,97498,uniform random atlas bin (seed 20260702),
bg_1209,background,chr10,98525500,98525,uniform random atlas bin (seed 20260702),
bg_1210,background,chr10,99903500,99903,uniform random atlas bin (seed 20260702),
bg_1211,background,chr10,102843500,102843,uniform random atlas bin (seed 20260702),
bg_1212,background,chr10,103803500,103803,uniform random atlas bin (seed 20260702),
bg_1213,background,chr10,103867500,103867,uniform random atlas bin (seed 20260702),
bg_1214,background,chr10,105360500,105360,uniform random atlas bin (seed 20260702),
bg_1215,background,chr10,107155500,107155,uniform random atlas bin (seed 20260702),
bg_1216,background,chr10,113582500,113582,uniform random atlas bin (seed 20260702),
bg_1217,background,chr10,113966500,113966,uniform random atlas bin (seed 20260702),
bg_1218,background,chr10,114146500,114146,uniform random atlas bin (seed 20260702),
bg_1219,background,chr10,114889500,114889,uniform random atlas bin (seed 20260702),
bg_1220,background,chr10,116045500,116045,uniform random atlas bin (seed 20260702),
bg_1221,background,chr10,116476500,116476,uniform random atlas bin (seed 20260702),
bg_1222,background,chr10,116849500,116849,uniform random atlas bin (seed 20260702),
bg_1223,background,chr10,117084500,117084,uniform random atlas bin (seed 20260702),
bg_1224,background,chr10,120975500,120975,uniform random atlas bin (seed 20260702),
bg_1225,background,chr10,125159500,125159,uniform random atlas bin (seed 20260702),
bg_1226,background,chr10,126663500,126663,uniform random atlas bin (seed 20260702),
bg_1227,background,chr10,133768500,133768,uniform random atlas bin (seed 20260702),
bg_1228,background,chr11,4769500,4769,uniform random atlas bin (seed 20260702),
bg_1229,background,chr11,4843500,4843,uniform random atlas bin (seed 20260702),
bg_1230,background,chr11,4904500,4904,uniform random atlas bin (seed 20260702),
bg_1231,background,chr11,6478500,6478,uniform random atlas bin (seed 20260702),
bg_1232,background,chr11,7270500,7270,uniform random atlas bin (seed 20260702),
bg_1233,background,chr11,16493500,16493,uniform random atlas bin (seed 20260702),
bg_1234,background,chr11,22294500,22294,uniform random atlas bin (seed 20260702),
bg_1235,background,chr11,22800500,22800,uniform random atlas bin (seed 20260702),
bg_1236,background,chr11,23442500,23442,uniform random atlas bin (seed 20260702),
bg_1237,background,chr11,27944500,27944,uniform random atlas bin (seed 20260702),
bg_1238,background,chr11,28934500,28934,uniform random atlas bin (seed 20260702),
bg_1239,background,chr11,32466500,32466,uniform random atlas bin (seed 20260702),
bg_1240,background,chr11,33292500,33292,uniform random atlas bin (seed 20260702),
bg_1241,background,chr11,35182500,35182,uniform random atlas bin (seed 20260702),
bg_1242,background,chr11,36027500,36027,uniform random atlas bin (seed 20260702),
bg_1243,background,chr11,37278500,37278,uniform random atlas bin (seed 20260702),
bg_1244,background,chr11,38528500,38528,uniform random atlas bin (seed 20260702),
bg_1245,background,chr11,39574500,39574,uniform random atlas bin (seed 20260702),
bg_1246,background,chr11,40204500,40204,uniform random atlas bin (seed 20260702),
bg_1247,background,chr11,40218500,40218,uniform random atlas bin (seed 20260702),
bg_1248,background,chr11,41362500,41362,uniform random atlas bin (seed 20260702),
bg_1249,background,chr11,42599500,42599,uniform random atlas bin (seed 20260702),
bg_1250,background,chr11,43252500,43252,uniform random atlas bin (seed 20260702),
bg_1251,background,chr11,44791500,44791,uniform random atlas bin (seed 20260702),
bg_1252,background,chr11,45225500,45225,uniform random atlas bin (seed 20260702),
bg_1253,background,chr11,45888500,45888,uniform random atlas bin (seed 20260702),
bg_1254,background,chr11,46401500,46401,uniform random atlas bin (seed 20260702),
bg_1255,background,chr11,47695500,47695,uniform random atlas bin (seed 20260702),
bg_1256,background,chr11,50029500,50029,uniform random atlas bin (seed 20260702),
bg_1257,background,chr11,50330500,50330,uniform random atlas bin (seed 20260702),
bg_1258,background,chr11,51040500,51040,uniform random atlas bin (seed 20260702),
bg_1259,background,chr11,51319500,51319,uniform random atlas bin (seed 20260702),
bg_1260,background,chr11,52594500,52594,uniform random atlas bin (seed 20260702),
bg_1261,background,chr11,57485500,57485,uniform random atlas bin (seed 20260702),
bg_1262,background,chr11,60753500,60753,uniform random atlas bin (seed 20260702),
bg_1263,background,chr11,62750500,62750,uniform random atlas bin (seed 20260702),
bg_1264,background,chr11,63529500,63529,uniform random atlas bin (seed 20260702),
bg_1265,background,chr11,67993500,67993,uniform random atlas bin (seed 20260702),
bg_1266,background,chr11,69063500,69063,uniform random atlas bin (seed 20260702),
bg_1267,background,chr11,77108500,77108,uniform random atlas bin (seed 20260702),
bg_1268,background,chr11,78773500,78773,uniform random atlas bin (seed 20260702),
bg_1269,background,chr11,79349500,79349,uniform random atlas bin (seed 20260702),
bg_1270,background,chr11,84623500,84623,uniform random atlas bin (seed 20260702),
bg_1271,background,chr11,85533500,85533,uniform random atlas bin (seed 20260702),
bg_1272,background,chr11,86239500,86239,uniform random atlas bin (seed 20260702),
bg_1273,background,chr11,88042500,88042,uniform random atlas bin (seed 20260702),
bg_1274,background,chr11,90020500,90020,uniform random atlas bin (seed 20260702),
bg_1275,background,chr11,90206500,90206,uniform random atlas bin (seed 20260702),
bg_1276,background,chr11,91057500,91057,uniform random atlas bin (seed 20260702),
bg_1277,background,chr11,92142500,92142,uniform random atlas bin (seed 20260702),
bg_1278,background,chr11,94518500,94518,uniform random atlas bin (seed 20260702),
bg_1279,background,chr11,94528500,94528,uniform random atlas bin (seed 20260702),
bg_1280,background,chr11,95537500,95537,uniform random atlas bin (seed 20260702),
bg_1281,background,chr11,96310500,96310,uniform random atlas bin (seed 20260702),
bg_1282,background,chr11,97024500,97024,uniform random atlas bin (seed 20260702),
bg_1283,background,chr11,100392500,100392,uniform random atlas bin (seed 20260702),
bg_1284,background,chr11,101221500,101221,uniform random atlas bin (seed 20260702),
bg_1285,background,chr11,104521500,104521,uniform random atlas bin (seed 20260702),
bg_1286,background,chr11,106008500,106008,uniform random atlas bin (seed 20260702),
bg_1287,background,chr11,106182500,106182,uniform random atlas bin (seed 20260702),
bg_1288,background,chr11,114324500,114324,uniform random atlas bin (seed 20260702),
bg_1289,background,chr11,118476500,118476,uniform random atlas bin (seed 20260702),
bg_1290,background,chr11,119681500,119681,uniform random atlas bin (seed 20260702),
bg_1291,background,chr11,119968500,119968,uniform random atlas bin (seed 20260702),
bg_1292,background,chr11,120413500,120413,uniform random atlas bin (seed 20260702),
bg_1293,background,chr11,121907500,121907,uniform random atlas bin (seed 20260702),
bg_1294,background,chr11,122517500,122517,uniform random atlas bin (seed 20260702),
bg_1295,background,chr11,123738500,123738,uniform random atlas bin (seed 20260702),
bg_1296,background,chr11,124820500,124820,uniform random atlas bin (seed 20260702),
bg_1297,background,chr11,125149500,125149,uniform random atlas bin (seed 20260702),
bg_1298,background,chr11,132370500,132370,uniform random atlas bin (seed 20260702),
bg_1299,background,chr11,133509500,133509,uniform random atlas bin (seed 20260702),
bg_1300,background,chr11,133832500,133832,uniform random atlas bin (seed 20260702),
bg_1301,background,chr11,134667500,134667,uniform random atlas bin (seed 20260702),
bg_1302,background,chr12,2992500,2992,uniform random atlas bin (seed 20260702),
bg_1303,background,chr12,3431500,3431,uniform random atlas bin (seed 20260702),
bg_1304,background,chr12,3641500,3641,uniform random atlas bin (seed 20260702),
bg_1305,background,chr12,5287500,5287,uniform random atlas bin (seed 20260702),
bg_1306,background,chr12,6457500,6457,uniform random atlas bin (seed 20260702),
bg_1307,background,chr12,9068500,9068,uniform random atlas bin (seed 20260702),
bg_1308,background,chr12,10165500,10165,uniform random atlas bin (seed 20260702),
bg_1309,background,chr12,11400500,11400,uniform random atlas bin (seed 20260702),
bg_1310,background,chr12,12119500,12119,uniform random atlas bin (seed 20260702),
bg_1311,background,chr12,12502500,12502,uniform random atlas bin (seed 20260702),
bg_1312,background,chr12,12914500,12914,uniform random atlas bin (seed 20260702),
bg_1313,background,chr12,15047500,15047,uniform random atlas bin (seed 20260702),
bg_1314,background,chr12,15370500,15370,uniform random atlas bin (seed 20260702),
bg_1315,background,chr12,17404500,17404,uniform random atlas bin (seed 20260702),
bg_1316,background,chr12,18318500,18318,uniform random atlas bin (seed 20260702),
bg_1317,background,chr12,20488500,20488,uniform random atlas bin (seed 20260702),
bg_1318,background,chr12,20811500,20811,uniform random atlas bin (seed 20260702),
bg_1319,background,chr12,21394500,21394,uniform random atlas bin (seed 20260702),
bg_1320,background,chr12,24815500,24815,uniform random atlas bin (seed 20260702),
bg_1321,background,chr12,26485500,26485,uniform random atlas bin (seed 20260702),
bg_1322,background,chr12,27014500,27014,uniform random atlas bin (seed 20260702),
bg_1323,background,chr12,29285500,29285,uniform random atlas bin (seed 20260702),
bg_1324,background,chr12,30806500,30806,uniform random atlas bin (seed 20260702),
bg_1325,background,chr12,32352500,32352,uniform random atlas bin (seed 20260702),
bg_1326,background,chr12,38199500,38199,uniform random atlas bin (seed 20260702),
bg_1327,background,chr12,41691500,41691,uniform random atlas bin (seed 20260702),
bg_1328,background,chr12,41914500,41914,uniform random atlas bin (seed 20260702),
bg_1329,background,chr12,42545500,42545,uniform random atlas bin (seed 20260702),
bg_1330,background,chr12,44112500,44112,uniform random atlas bin (seed 20260702),
bg_1331,background,chr12,44589500,44589,uniform random atlas bin (seed 20260702),
bg_1332,background,chr12,44902500,44902,uniform random atlas bin (seed 20260702),
bg_1333,background,chr12,45391500,45391,uniform random atlas bin (seed 20260702),
bg_1334,background,chr12,45988500,45988,uniform random atlas bin (seed 20260702),
bg_1335,background,chr12,47749500,47749,uniform random atlas bin (seed 20260702),
bg_1336,background,chr12,48339500,48339,uniform random atlas bin (seed 20260702),
bg_1337,background,chr12,48990500,48990,uniform random atlas bin (seed 20260702),
bg_1338,background,chr12,51916500,51916,uniform random atlas bin (seed 20260702),
bg_1339,background,chr12,52995500,52995,uniform random atlas bin (seed 20260702),
bg_1340,background,chr12,53597500,53597,uniform random atlas bin (seed 20260702),
bg_1341,background,chr12,54187500,54187,uniform random atlas bin (seed 20260702),
bg_1342,background,chr12,56545500,56545,uniform random atlas bin (seed 20260702),
bg_1343,background,chr12,57733500,57733,uniform random atlas bin (seed 20260702),
bg_1344,background,chr12,58845500,58845,uniform random atlas bin (seed 20260702),
bg_1345,background,chr12,63350500,63350,uniform random atlas bin (seed 20260702),
bg_1346,background,chr12,63367500,63367,uniform random atlas bin (seed 20260702),
bg_1347,background,chr12,64071500,64071,uniform random atlas bin (seed 20260702),
bg_1348,background,chr12,64579500,64579,uniform random atlas bin (seed 20260702),
bg_1349,background,chr12,64621500,64621,uniform random atlas bin (seed 20260702),
bg_1350,background,chr12,65626500,65626,uniform random atlas bin (seed 20260702),
bg_1351,background,chr12,65732500,65732,uniform random atlas bin (seed 20260702),
bg_1352,background,chr12,66501500,66501,uniform random atlas bin (seed 20260702),
bg_1353,background,chr12,66878500,66878,uniform random atlas bin (seed 20260702),
bg_1354,background,chr12,70330500,70330,uniform random atlas bin (seed 20260702),
bg_1355,background,chr12,72136500,72136,uniform random atlas bin (seed 20260702),
bg_1356,background,chr12,72269500,72269,uniform random atlas bin (seed 20260702),
bg_1357,background,chr12,76318500,76318,uniform random atlas bin (seed 20260702),
bg_1358,background,chr12,76698500,76698,uniform random atlas bin (seed 20260702),
bg_1359,background,chr12,76858500,76858,uniform random atlas bin (seed 20260702),
bg_1360,background,chr12,78248500,78248,uniform random atlas bin (seed 20260702),
bg_1361,background,chr12,79577500,79577,uniform random atlas bin (seed 20260702),
bg_1362,background,chr12,79591500,79591,uniform random atlas bin (seed 20260702),
bg_1363,background,chr12,79679500,79679,uniform random atlas bin (seed 20260702),
bg_1364,background,chr12,80935500,80935,uniform random atlas bin (seed 20260702),
bg_1365,background,chr12,83732500,83732,uniform random atlas bin (seed 20260702),
bg_1366,background,chr12,85763500,85763,uniform random atlas bin (seed 20260702),
bg_1367,background,chr12,87251500,87251,uniform random atlas bin (seed 20260702),
bg_1368,background,chr12,88239500,88239,uniform random atlas bin (seed 20260702),
bg_1369,background,chr12,88973500,88973,uniform random atlas bin (seed 20260702),
bg_1370,background,chr12,89045500,89045,uniform random atlas bin (seed 20260702),
bg_1371,background,chr12,89660500,89660,uniform random atlas bin (seed 20260702),
bg_1372,background,chr12,90429500,90429,uniform random atlas bin (seed 20260702),
bg_1373,background,chr12,90532500,90532,uniform random atlas bin (seed 20260702),
bg_1374,background,chr12,93535500,93535,uniform random atlas bin (seed 20260702),
bg_1375,background,chr12,96369500,96369,uniform random atlas bin (seed 20260702),
bg_1376,background,chr12,97455500,97455,uniform random atlas bin (seed 20260702),
bg_1377,background,chr12,98512500,98512,uniform random atlas bin (seed 20260702),
bg_1378,background,chr12,98848500,98848,uniform random atlas bin (seed 20260702),
bg_1379,background,chr12,112506500,112506,uniform random atlas bin (seed 20260702),
bg_1380,background,chr12,114032500,114032,uniform random atlas bin (seed 20260702),
bg_1381,background,chr12,116074500,116074,uniform random atlas bin (seed 20260702),
bg_1382,background,chr12,116761500,116761,uniform random atlas bin (seed 20260702),
bg_1383,background,chr12,118207500,118207,uniform random atlas bin (seed 20260702),
bg_1384,background,chr12,119496500,119496,uniform random atlas bin (seed 20260702),
bg_1385,background,chr12,123069500,123069,uniform random atlas bin (seed 20260702),
bg_1386,background,chr12,124404500,124404,uniform random atlas bin (seed 20260702),
bg_1387,background,chr12,125326500,125326,uniform random atlas bin (seed 20260702),
bg_1388,background,chr12,125781500,125781,uniform random atlas bin (seed 20260702),
bg_1389,background,chr12,126834500,126834,uniform random atlas bin (seed 20260702),
bg_1390,background,chr12,129221500,129221,uniform random atlas bin (seed 20260702),
bg_1391,background,chr12,129622500,129622,uniform random atlas bin (seed 20260702),
bg_1392,background,chr12,130897500,130897,uniform random atlas bin (seed 20260702),
bg_1393,background,chr13,3462500,3462,uniform random atlas bin (seed 20260702),
bg_1394,background,chr13,5659500,5659,uniform random atlas bin (seed 20260702),
bg_1395,background,chr13,5750500,5750,uniform random atlas bin (seed 20260702),
bg_1396,background,chr13,6455500,6455,uniform random atlas bin (seed 20260702),
bg_1397,background,chr13,8195500,8195,uniform random atlas bin (seed 20260702),
bg_1398,background,chr13,10991500,10991,uniform random atlas bin (seed 20260702),
bg_1399,background,chr13,11112500,11112,uniform random atlas bin (seed 20260702),
bg_1400,background,chr13,12541500,12541,uniform random atlas bin (seed 20260702),
bg_1401,background,chr13,16033500,16033,uniform random atlas bin (seed 20260702),
bg_1402,background,chr13,18313500,18313,uniform random atlas bin (seed 20260702),
bg_1403,background,chr13,20450500,20450,uniform random atlas bin (seed 20260702),
bg_1404,background,chr13,23829500,23829,uniform random atlas bin (seed 20260702),
bg_1405,background,chr13,24352500,24352,uniform random atlas bin (seed 20260702),
bg_1406,background,chr13,25839500,25839,uniform random atlas bin (seed 20260702),
bg_1407,background,chr13,27234500,27234,uniform random atlas bin (seed 20260702),
bg_1408,background,chr13,27547500,27547,uniform random atlas bin (seed 20260702),
bg_1409,background,chr13,27626500,27626,uniform random atlas bin (seed 20260702),
bg_1410,background,chr13,29859500,29859,uniform random atlas bin (seed 20260702),
bg_1411,background,chr13,30763500,30763,uniform random atlas bin (seed 20260702),
bg_1412,background,chr13,31821500,31821,uniform random atlas bin (seed 20260702),
bg_1413,background,chr13,33822500,33822,uniform random atlas bin (seed 20260702),
bg_1414,background,chr13,34569500,34569,uniform random atlas bin (seed 20260702),
bg_1415,background,chr13,34798500,34798,uniform random atlas bin (seed 20260702),
bg_1416,background,chr13,35438500,35438,uniform random atlas bin (seed 20260702),
bg_1417,background,chr13,36059500,36059,uniform random atlas bin (seed 20260702),
bg_1418,background,chr13,38370500,38370,uniform random atlas bin (seed 20260702),
bg_1419,background,chr13,41769500,41769,uniform random atlas bin (seed 20260702),
bg_1420,background,chr13,42539500,42539,uniform random atlas bin (seed 20260702),
bg_1421,background,chr13,44544500,44544,uniform random atlas bin (seed 20260702),
bg_1422,background,chr13,45286500,45286,uniform random atlas bin (seed 20260702),
bg_1423,background,chr13,46534500,46534,uniform random atlas bin (seed 20260702),
bg_1424,background,chr13,48005500,48005,uniform random atlas bin (seed 20260702),
bg_1425,background,chr13,48252500,48252,uniform random atlas bin (seed 20260702),
bg_1426,background,chr13,48995500,48995,uniform random atlas bin (seed 20260702),
bg_1427,background,chr13,49062500,49062,uniform random atlas bin (seed 20260702),
bg_1428,background,chr13,51678500,51678,uniform random atlas bin (seed 20260702),
bg_1429,background,chr13,52271500,52271,uniform random atlas bin (seed 20260702),
bg_1430,background,chr13,54933500,54933,uniform random atlas bin (seed 20260702),
bg_1431,background,chr13,60578500,60578,uniform random atlas bin (seed 20260702),
bg_1432,background,chr13,61073500,61073,uniform random atlas bin (seed 20260702),
bg_1433,background,chr13,63215500,63215,uniform random atlas bin (seed 20260702),
bg_1434,background,chr13,63605500,63605,uniform random atlas bin (seed 20260702),
bg_1435,background,chr13,64239500,64239,uniform random atlas bin (seed 20260702),
bg_1436,background,chr13,65822500,65822,uniform random atlas bin (seed 20260702),
bg_1437,background,chr13,66599500,66599,uniform random atlas bin (seed 20260702),
bg_1438,background,chr13,69493500,69493,uniform random atlas bin (seed 20260702),
bg_1439,background,chr13,69974500,69974,uniform random atlas bin (seed 20260702),
bg_1440,background,chr13,69982500,69982,uniform random atlas bin (seed 20260702),
bg_1441,background,chr13,70386500,70386,uniform random atlas bin (seed 20260702),
bg_1442,background,chr13,74721500,74721,uniform random atlas bin (seed 20260702),
bg_1443,background,chr13,75232500,75232,uniform random atlas bin (seed 20260702),
bg_1444,background,chr13,79456500,79456,uniform random atlas bin (seed 20260702),
bg_1445,background,chr13,79552500,79552,uniform random atlas bin (seed 20260702),
bg_1446,background,chr13,82010500,82010,uniform random atlas bin (seed 20260702),
bg_1447,background,chr13,84774500,84774,uniform random atlas bin (seed 20260702),
bg_1448,background,chr13,86154500,86154,uniform random atlas bin (seed 20260702),
bg_1449,background,chr13,87995500,87995,uniform random atlas bin (seed 20260702),
bg_1450,background,chr13,88769500,88769,uniform random atlas bin (seed 20260702),
bg_1451,background,chr13,89949500,89949,uniform random atlas bin (seed 20260702),
bg_1452,background,chr13,91755500,91755,uniform random atlas bin (seed 20260702),
bg_1453,background,chr13,93162500,93162,uniform random atlas bin (seed 20260702),
bg_1454,background,chr13,93228500,93228,uniform random atlas bin (seed 20260702),
bg_1455,background,chr13,93776500,93776,uniform random atlas bin (seed 20260702),
bg_1456,background,chr13,94170500,94170,uniform random atlas bin (seed 20260702),
bg_1457,background,chr13,94328500,94328,uniform random atlas bin (seed 20260702),
bg_1458,background,chr13,94672500,94672,uniform random atlas bin (seed 20260702),
bg_1459,background,chr13,95271500,95271,uniform random atlas bin (seed 20260702),
bg_1460,background,chr13,98139500,98139,uniform random atlas bin (seed 20260702),
bg_1461,background,chr13,98651500,98651,uniform random atlas bin (seed 20260702),
bg_1462,background,chr13,99173500,99173,uniform random atlas bin (seed 20260702),
bg_1463,background,chr13,99579500,99579,uniform random atlas bin (seed 20260702),
bg_1464,background,chr13,99583500,99583,uniform random atlas bin (seed 20260702),
bg_1465,background,chr13,100894500,100894,uniform random atlas bin (seed 20260702),
bg_1466,background,chr13,104153500,104153,uniform random atlas bin (seed 20260702),
bg_1467,background,chr13,105279500,105279,uniform random atlas bin (seed 20260702),
bg_1468,background,chr13,105832500,105832,uniform random atlas bin (seed 20260702),
bg_1469,background,chr13,106675500,106675,uniform random atlas bin (seed 20260702),
bg_1470,background,chr13,108001500,108001,uniform random atlas bin (seed 20260702),
bg_1471,background,chr13,111732500,111732,uniform random atlas bin (seed 20260702),
bg_1472,background,chr13,112178500,112178,uniform random atlas bin (seed 20260702),
bg_1473,background,chr13,112493500,112493,uniform random atlas bin (seed 20260702),
bg_1474,background,chr13,112707500,112707,uniform random atlas bin (seed 20260702),
bg_1475,background,chr13,112940500,112940,uniform random atlas bin (seed 20260702),
bg_1476,background,chr13,113801500,113801,uniform random atlas bin (seed 20260702),
bg_1477,background,chr13,114191500,114191,uniform random atlas bin (seed 20260702),
bg_1478,background,chr14,2122500,2122,uniform random atlas bin (seed 20260702),
bg_1479,background,chr14,3647500,3647,uniform random atlas bin (seed 20260702),
bg_1480,background,chr14,3683500,3683,uniform random atlas bin (seed 20260702),
bg_1481,background,chr14,8470500,8470,uniform random atlas bin (seed 20260702),
bg_1482,background,chr14,8731500,8731,uniform random atlas bin (seed 20260702),
bg_1483,background,chr14,10268500,10268,uniform random atlas bin (seed 20260702),
bg_1484,background,chr14,11006500,11006,uniform random atlas bin (seed 20260702),
bg_1485,background,chr14,11386500,11386,uniform random atlas bin (seed 20260702),
bg_1486,background,chr14,16062500,16062,uniform random atlas bin (seed 20260702),
bg_1487,background,chr14,16567500,16567,uniform random atlas bin (seed 20260702),
bg_1488,background,chr14,16989500,16989,uniform random atlas bin (seed 20260702),
bg_1489,background,chr14,18970500,18970,uniform random atlas bin (seed 20260702),
bg_1490,background,chr14,19765500,19765,uniform random atlas bin (seed 20260702),
bg_1491,background,chr14,20235500,20235,uniform random atlas bin (seed 20260702),
